"Timestamp","What is your current age? ","To which group have you been assigned for this study?","What is your level of expertise in feature modelling?","What is your general programming expertise?","What is your programming level expertise in object-oriented programming (regardless of your preferred OO language: Java, Python, Ruby, C++,Smalltalk, ...)?","What is your level of expertise in the Ruby programming language?","What is your level of comprehension of the context-oriented programming paradigm?","What is your level of comprehension of our feature-oriented context-aware programming approach?","Which task did you achieve ?","Did you manage to finish the task in the allotted time (max. 25 minutes)?","How much time did you take to finish this task (max. 25 minutes)?","Assume a citizen wants to consult instructions about an earthquake risk (when no earthquake is currently occurring), can you tell us which context(s) is(are) active at that moment?","When the government announces the occurrence of a flood, it will inform the citizens about its characteristics (i.e. its severity and impacted zone). Can you indicate which feature(s) will be *selected* thanks to the context-feature mapping?","When a citizen launches the application, it detects that a new flood is active and receives information about this flood. This information describes that the severity is medium and its impacted zone is near the river. The system informs the citizen about the characteristics of the flood. Can you indicate *all* features in the feature diagram that are currently active?","Assume a citizen wants to consult instructions about an earthquake risk (when no earthquake is currently occurring), can you tell us which context(s) is(are) active?","When the government announces the occurrence of a flood, it will inform the citizens about its characteristics (i.e. its severity and impacted zone). Can you indicate which feature(s) will be *selected* thanks to the context-feature mapping?","When a citizen launches the application, it detects that a new flood is active and receives information about this flood. This information describes that the severity is medium and its impacted zone is near the river. The system informs the citizen about the characteristics of the flood. Can you indicate *all* features in the feature diagram that are currently active?","Assume a citizen wants to consult instructions about an earthquake risk (when no earthquake is currently occurring), can you tell us which context(s) is(are) active?","Considering that the government detects a new flood, it will provide the citizens which instructions they must act during a flood. Can you indicate which feature(s) will be *selected* thanks to the context-feature mapping?","When a citizen launches the application, it detects that a new flood is active. The system provide the citizens on how they must act during a flood. Can you indicate *all* features in the feature diagram that are currently active?","Assume a citizen wants to consult instructions about an earthquake risk (when no earthquake is currently occurring), can you tell us which context(s) is(are) active?","Considering that the government detects a new flood, it will provide the citizens which instructions they must act during a flood. Can you indicate which feature(s) will be *selected* thanks to the context-feature mapping?","When a citizen launches the application, it detects that a new flood is active. The system provide the citizens on how they must act during a flood. Can you indicate *all* features in the feature diagram that are currently active?","Which task did you achieve ?","Did you manage to finish the task in time (max. 25 minutes)?","How much time did you take to finish this task (max. 25 minutes)?","Considering that the government detects a new flood, it will provide the citizens which instructions they must act during a flood. Can you indicate which feature(s) will be *selected* thanks to the context-feature mapping?","When a citizen launches the application, it detects that a new flood is active. The system provide the citizens on how they must act during a flood. Can you indicate *all* features in the feature diagram that are currently active?","When the government announces the occurrence of a flood, it will inform the citizens about its characteristics (i.e. its severity and impacted zone). Can you indicate which feature(s) will be *selected* thanks to the context-feature mapping?","When a citizen launches the application, it detects that a new flood is active and receives information about this flood. This information describes that the severity is medium and its impacted zone is near the river. The system informs the citizen about the characteristics of the flood. Can you indicate *all* features in the feature diagram that are currently active?","Is the representation of the models (context model, feature model, ...) in the visualisation tool understandable? (You must take into account the static representation of the models.)","Is the representation of the models (context model, feature model, ...) in the visualisation tool understandable? (You must take into account the dynamic representation of the models.)","Do you think this visualization tool is more interesting with regard to its static part or its dynamic part?","Does such a visualisation tool help you to better understand such an approach when you develop context-aware programs?","Do you think this visualisation tool is easy to use?","What particular functionalities of this visualisation tool can improve a developer's experience with this programming approach and why?","What could or should be improved in the visualisation tool to further enhance a developer's experience, and why?","Is the language for declaring the models clear?","Is the language for designing the mapping between contexts and features clear?","What could or should be improved in this language to help the developer in his programming tasks, and why?"
"2018/12/19 10:31:26 AM UTC+1","21","Group A","2","3","4","2","3","3","Task 1 (dedicated for students of the group A)","No",,"Default Context;Type;Mode;Earthquake;Passive Risk;Before Risk;During Risk;After Risk","Default Feature;Instruct;DisplaySeverity;ShowImpactedZone;EarthquakeInstruct;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyDuringInstruct",,"Default Context;Type;Mode;Earthquake;Passive Risk;Before Risk;During Risk;After Risk","Default Feature;Inform;EarthquakeInstruct;EarthquakeRiskInstruct;EarthquakeRiskBeforeInstruct;EarthquakeRiskDuringInstruct;EarthquakeRiskAfterInstruct","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct",,,,,,,"Task 2 (dedicated for students of the group A)","No",,"Default Feature;Instruct;EarthquakeInstruct;EarthquakeRiskInstruct;EarthquakeRiskBeforeInstruct;EarthquakeRiskDuringInstruct;EarthquakeRiskAfterInstruct","Default Feature;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct",,,"5","4","4","4","2",,"Ajouter la possibilité de revenir une étape en arrière, et d'avance par block d'activation. Au niveaux statique, le symbole représentant une alternative ou un or pourrait être plus clair.",,,
"2018/12/19 10:31:40 AM UTC+1","27","Group A","1","3","3","1","1","1","Task 1 (dedicated for students of the group A)","No","25","Type;Mode;Earthquake;Passive Risk;Before Risk","Inform;Instruct;FloodInstruct;PolygonImpactedZone;FloodEmergencyDuringInstruct","Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct","Type;Mode;Earthquake;Passive Risk;Before Risk","Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct","Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct",,,,,,,"Task 2 (dedicated for students of the group A)","Yes","20","Inform;DisplaySeverity;ShowImpactedZone;FloodRiskDuringInstruct","Instruct;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;FloodEmergencyDuringInstruct",,,"3","4","3","3","2","quand il y a un bug on peut voir quand une fonctionnalité n est plus liée a un contexte pour voir ou ça coince",,"3","4","no idea"
"2018/12/19 10:32:21 AM UTC+1","25","Group A","3","4","4","2","2","2","Task 1 (dedicated for students of the group A)","No","25","Type;Mode;Earthquake;Passive Risk;Before Risk;During Risk;After Risk","Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;FloodRiskInstruct;FloodRiskBeforeInstruct;FloodRiskDuringInstruct;FloodRiskAfterInstruct","Instruct;DisplaySeverity;FloodInstruct;PolygonImpactedZone;FloodEmergencyInstruct;FloodRiskInstruct;FloodEmergencyDuringInstruct;FloodEmergencyAfterInstruct","Type;Mode;Earthquake;Passive Risk;Before Risk;During Risk;After Risk","Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;FloodEmergencyBeforeInstruct;FloodEmergencyDuringInstruct;FloodEmergencyAfterInstruct","Default Feature;Inform;DisplaySeverity;ShowImpactedZone;FloodInstruct;EarthquakeEmergencyDuringInstruct;EarthquakeEmergencyAfterInstruct",,,,,,,"Task 2 (dedicated for students of the group A)","Yes","10","Inform;FloodEmergencyInstruct;FloodRiskDuringInstruct","Instruct;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;FloodRiskInstruct;FloodRiskDuringInstruct",,,"4","4","4","3","2","the step by step feature, knowing what is happening at each step","i think there is nothing to improve since it's a addition tool, anything is helpful enough. I don't really see what to add","4","4","There should be a way to add feature/contexts in a more generic way. I know it was simplified for this experience, but what took me the most time was copy and paste the lines of code to add floods."
"2018/12/19 10:32:25 AM UTC+1","23","Group A","3","3","2","1","1","4","Task 1 (dedicated for students of the group A)","No","25","Default Context;Earthquake;Before Risk","Inform;DisplaySeverity;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;FloodEmergencyInstruct","Inform;DisplaySeverity;ShowImpactedZone;PolygonImpactedZone;FloodRiskInstruct","Type;Flood;Passive Risk;During Risk","Instruct;FloodInstruct;FloodRiskBeforeInstruct;FloodRiskDuringInstruct;FloodRiskAfterInstruct","Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;FloodEmergencyBeforeInstruct;FloodEmergencyDuringInstruct;FloodEmergencyAfterInstruct",,,,,,,"Task 2 (dedicated for students of the group A)","Yes","25","Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;FloodEmergencyDuringInstruct","Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodRiskDuringInstruct",,,"3","5","5","4","4",,,"4","5",
"2018/12/19 10:34:13 AM UTC+1",,"Group B","2","2","3","1","2","2","Task 2 (dedicated for students of the group B)","No",,,,,,,,"Default Context;Type;Mode;Earthquake","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodRiskInstruct;FloodEmergencyBeforeInstruct;FloodRiskBeforeInstruct","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodRiskInstruct;FloodEmergencyBeforeInstruct;FloodEmergencyDuringInstruct;FloodEmergencyAfterInstruct;FloodRiskBeforeInstruct;FloodRiskDuringInstruct;FloodRiskAfterInstruct","Default Context;Type;Mode;Earthquake;Passive Risk;Before Risk;During Risk;After Risk","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct","Default Feature;Inform;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct","Task 1 (dedicated for students of the group B)","Yes","20",,,"Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;FloodRiskInstruct;FloodRiskDuringInstruct","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodRiskInstruct;FloodRiskDuringInstruct","2","2","3","4","4",,,"3","3",
"2018/12/19 10:34:40 AM UTC+1","23","Group A","2","3","4","1","3","3","Task 1 (dedicated for students of the group A)","No",,"Default Context;Type;Mode;Earthquake;Flood;Passive Risk;Before Risk;During Risk;After Risk","Default Feature;Instruct;FloodInstruct;FloodEmergencyInstruct;FloodEmergencyBeforeInstruct","Default Feature;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct","Default Context;Type;Mode;Earthquake;Passive Risk;Before Risk;During Risk;After Risk","Default Feature;Instruct;FloodInstruct;FloodEmergencyInstruct;FloodEmergencyBeforeInstruct","Default Feature;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct",,,,,,,"Task 2 (dedicated for students of the group A)","Yes","20","Default Feature;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct","Default Feature;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct",,,"4","4","5","3","4",,,"4","2","A documentation to help understand where and how to code. As the approach can be new for a developer, one can be lost really easily."
"2018/12/19 10:34:42 AM UTC+1",,"Group B","4","4","4","2","4","3","Task 2 (dedicated for students of the group B)","No",,,,,,,,"Default Context;Type;Mode;Earthquake;Flood;Passive Risk;Before Emergency;Before Risk","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyBeforeInstruct;FloodEmergencyDuringInstruct;FloodEmergencyAfterInstruct","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct;FloodEmergencyAfterInstruct","Default Context;Type;Mode;Earthquake;Passive Risk;Before Risk;During Risk;After Risk","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct","Task 1 (dedicated for students of the group B)","Yes","20",,,,"Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodRiskInstruct;FloodRiskBeforeInstruct;FloodRiskDuringInstruct;FloodRiskAfterInstruct","4","4","4","4","3","back step?","better and easier interface","4","4",
"2018/12/19 10:35:19 AM UTC+1","22","Group A","3","4","4","3","4","4","Task 1 (dedicated for students of the group A)","No","30","Earthquake;Passive Risk;Before Risk;During Risk;After Risk","Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyBeforeInstruct","Inform;DisplaySeverity;ShowImpactedZone;Standard;PolygonImpactedZone","Default Context;Type;Mode;Earthquake;Passive Risk;Before Risk;During Risk;After Risk","Default Feature;Inform;Instruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyBeforeInstruct","Inform;Instruct;DisplaySeverity;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct",,,,,,,"Task 2 (dedicated for students of the group A)","Yes","15","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyBeforeInstruct","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct",,,"5","5","3","4","4","I used the dynamic step-by-step to debug my program which was not activating the intended features while activating the correct context.","Display the line that activated the context. Example: severity defined as attribute of Flood.","5","3","Mapping syntax might be improved."
"2018/12/19 10:35:36 AM UTC+1",,"Group B","4","4","4","1","2","3","Task 2 (dedicated for students of the group B)","No",,,,,,,,"Default Context;Type;Mode;Earthquake;Flood;Passive Risk;Before Emergency;Before Risk","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;EarthquakeEmergencyBeforeInstruct;EarthquakeEmergencyDuringInstruct;EarthquakeEmergencyAfterInstruct;FloodEmergencyBeforeInstruct;FloodEmergencyDuringInstruct;FloodEmergencyAfterInstruct","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct;FloodEmergencyAfterInstruct","Default Context;Type;Mode;Earthquake;Passive Risk;Before Risk;During Risk;After Risk","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct","Task 1 (dedicated for students of the group B)","Yes","20",,,"Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;Standard;PolygonImpactedZone;FloodRiskInstruct;FloodRiskBeforeInstruct;FloodRiskDuringInstruct;FloodRiskAfterInstruct","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodRiskInstruct;FloodRiskBeforeInstruct;FloodRiskDuringInstruct;FloodRiskAfterInstruct","4","2","2","4","3","la visualisation des steps","décrire quelle situation est entrain d'arriver quand les steps s'exécutes","4","4",
"2018/12/19 10:37:37 AM UTC+1","22","Group B","2","2","2","1","1","1","Task 2 (dedicated for students of the group B)","No",,,,,,,,"Default Context;Earthquake;Passive Risk","Default Feature;Inform;Instruct;FloodInstruct;Standard;FloodRiskInstruct;FloodRiskBeforeInstruct","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct","Earthquake;Before Emergency;Before Risk","Standard;PolygonImpactedZone;FloodEmergencyDuringInstruct","Standard;PolygonImpactedZone;FloodRiskDuringInstruct","Task 1 (dedicated for students of the group B)","No",,,,"Default Feature;Inform;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;FloodEmergencyDuringInstruct","Default Feature;Inform;ShowImpactedZone;FloodInstruct;Standard;PolygonImpactedZone;CircleImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct","4","3","3","3","4",,,"2","2",
"2018/12/19 2:48:29 PM UTC+1","24","Group B","2","4","4","1","2","2","Task 2 (dedicated for students of the group B)","No",,,,,,,,"Default Context;Earthquake;Passive Risk;Before Emergency;Before Risk","Default Feature;Inform;Instruct;FloodInstruct;FloodEmergencyInstruct;FloodEmergencyDuringInstruct","Default Feature;Inform;Instruct;FloodInstruct;FloodEmergencyInstruct;FloodRiskInstruct;FloodEmergencyBeforeInstruct;FloodEmergencyDuringInstruct",,,,"Task 1 (dedicated for students of the group B)","No",,,,"Default Feature;Inform;DisplaySeverity;ShowImpactedZone;Standard;PolygonImpactedZone;FloodEmergencyInstruct;FloodEmergencyDuringInstruct;FloodEmergencyAfterInstruct","Default Feature;Inform;DisplaySeverity;ShowImpactedZone;Standard;PolygonImpactedZone","4","5","5","4","3",,,"3","4",
"2018/12/19 5:32:37 PM UTC+1","22","Group B","2","3","3","1","1","1","Task 2 (dedicated for students of the group B)","No","25",,,,,,,"Default Context;Mode;Earthquake;Flood;Before Emergency;Before Risk;During Risk","Default Feature;Inform;Instruct;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;FloodEmergencyInstruct;FloodRiskInstruct;EarthquakeEmergencyBeforeInstruct;EarthquakeRiskBeforeInstruct;FloodEmergencyDuringInstruct;FloodRiskDuringInstruct","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;PolygonImpactedZone;EarthquakeRiskBeforeInstruct;FloodEmergencyDuringInstruct;FloodRiskDuringInstruct","Default Context;Type;Mode;Earthquake;Passive Risk;Before Emergency;Before Risk","Default Feature;Inform;Instruct;DisplaySeverity;ShowImpactedZone;FloodInstruct;Standard;FloodEmergencyDuringInstruct;FloodRiskDuringInstruct","Default Feature;Inform;Instruct;PolygonImpactedZone;FloodEmergencyInstruct;EarthquakeEmergencyDuringInstruct;EarthquakeRiskDuringInstruct;FloodEmergencyDuringInstruct;FloodRiskBeforeInstruct;FloodRiskDuringInstruct","Task 1 (dedicated for students of the group B)","No",,,,"Inform;Instruct;FloodInstruct;Standard;PolygonImpactedZone;FloodRiskInstruct;EarthquakeRiskBeforeInstruct;FloodRiskDuringInstruct","Default Feature;Inform;Instruct;ShowImpactedZone;FloodInstruct;CircleImpactedZone;FloodEmergencyInstruct;EarthquakeRiskDuringInstruct;FloodEmergencyDuringInstruct;FloodRiskDuringInstruct","5","5","5","5","4","Pour moi, le tool propose une rapide prise en main compte tenu du fait que nous avons utilisé le 'feature model' dans le cours, je trouve que l'approche par 'context' permet une tout aussi bonne et rapide compréhension.","Pour fournir une réponse précise j'aimerais passer plus de temps avec le tool. Un quick start guide pourrait être utile pour la prise en main en premier lieu.","3","3","Je n'ai pas assez utilisé le tool."
